title,culture/people,media/materials,object type,place,collection history,image
Bracelet,Shuar/Achuar  ,Strung,Adornment/Jewelry,Oriente Region; Ecuador,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/256/500/007.700x700.none.jpg
Armband,Shuar [Palora]  ,"Stitched, strung, painted",Adornment/Jewelry,Morona-Santiago Province; Ecuador (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/257/428/061.700x700.jpg
Spear,probably Shuar/Achuar (attributed)  ,Carved,Hunting/Fishing/Warfare,"Río Napo; Napo Province, Orellana Province, Sucumbios Province; Ecuador","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10095/977/DSC00058.700x700.jpg
Necklace,Shuar/Achuar  ,Strung,Adornment/Jewelry,Oriente Region; Ecuador,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/256/644/023.700x700.none.jpg
Arrow,probably Shuar/Achuar (attributed)  ,"Cut, wrapped",Hunting/Fishing/Warfare,"Río Napo; Napo Province, Orellana Province, Sucumbios Province; Ecuador","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/256/286/028.700x700.none.jpg
Basket with cover,Arawak  ,Twill-plaited,Containers and Vessels,Guyana,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1921.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4008/634/37.700x700.jpg
Club,probably Northwestern Amazonia (attributed)  ,Carved,Hunting/Fishing/Warfare,"Rio Içá (Putumayo); Santo Antônio do Içá Municipality; Southwest Mesoregion, Alto Solimões Microregion; Amazonas State, North Region; Brazil","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1921.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/255/921/002.700x700.none.jpg
Necklace,Shuar/Achuar  ,Strung,Adornment/Jewelry,Oriente Region; Ecuador,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/256/619/051.700x700.none.jpg
Club,probably Northwestern Amazonia (attributed)  ,Wrapped,Hunting/Fishing/Warfare,"Rio Içá (Putumayo); Santo Antônio do Içá Municipality; Southwest Mesoregion, Alto Solimões Microregion; Amazonas State, North Region; Brazil","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1921.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/257/498/008.700x700.none.jpg
Spear,Conibo  ,Carved,Hunting/Fishing/Warfare,Brazil,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1915; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4161/539/009.700x700.none.jpg
Woman's apron,Shuar [Palora]  ,Strung,Clothing/Garments,Morona-Santiago Province; Ecuador (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/257/413/046.700x700.jpg
Club,possibly Arawak (attributed)  ,Carved,Hunting/Fishing/Warfare,French Guiana,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/258/513/024.700x700.none.jpg
Club,possibly Arawak (attributed)  ,"Carved, twill-plaited",Hunting/Fishing/Warfare,French Guiana,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1913; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/258/584/032.700x700.none.jpg
Spear,probably Shuar/Achuar (attributed)  ,Carved,Hunting/Fishing/Warfare,"Río Napo; Napo Province, Orellana Province, Sucumbios Province; Ecuador","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1921 using funds donated by Edith Hendricks (ca. 1849-1921, sister of MAI trustee Harmon W. Hendricks).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10100/739/Dsc00055.700x700.jpg
Club,Northern Amazonia  ,Carved,Hunting/Fishing/Warfare,Guyana,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/258/753/097.700x700.none.jpg
title,culture/people,media/materials,object type,place,collection history,image
Chest ornament/Pectoral,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,Hammered,Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4077/128/023.700x700.jpg
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4081/249/032.700x700.jpg
Spangle/Clothing decoration representing a human,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4076/938/036.700x700.jpg
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4081/237/020.700x700.jpg
Chest ornament/Pectoral,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4076/926/024.700x700.jpg
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4081/238/021.700x700.jpg
Spangle/Clothing decoration representing a human,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4081/230/013.700x700.jpg
Spangle/Clothing decoration with human design,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4081/226/009.700x700.jpg
Spangle/Clothing decoration,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4081/256/039.700x700.jpg
Sandals,probably Highland Kichua (attributed)  ,"Braided, sewn",Clothing/Garments: Footwear,Quito; Quito Canton; Pichincha Province; Ecuador,"Collection history unknown; formerly in the collection of Edward Whymper (1840-1911, a British explorer and mountaineer); purchased circa 1912 by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London); purchased by MAI from William Ockleford Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4162/749/042.700x700.none.jpg
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4081/229/012.700x700.jpg
